,interview,task,meanpupilsize,stddevpupilsize,maxpupilsize,minpupilsize,startpupilsize,endpupilsize
244,EO-054,Memory,0.0471626215413,0.0409404511967,0.156518994918,-0.123741743114,0.00751961520464,-0.0102184061898
245,EO-054,CookieTheft,-0.0101279179185,0.0397686709357,0.348089625978,-0.219527058644,-0.0740752832098,-0.0368254382815
246,EO-054,PupilCalib,-0.00225377244546,0.0285156651676,0.0696026900852,-0.082944293907,-0.0527896575365,-0.0261826254448
247,EO-080,EO-080_allsc,-0.105200865955,0.134966713828,0.866446245156,-0.526653838857,0.131412775414,-0.23417978807
248,EO-080,Reading,-0.128069668721,0.15862866093,0.593213908236,-0.526653838857,-0.164909618147,-0.0302176210737
249,EO-080,Memory,-0.0933469784073,0.08124450465,0.210303802271,-0.349630071276,-0.276511558579,-0.23417978807
250,EO-080,CookieTheft,-0.120145314922,0.115233311977,0.573972194368,-0.434293612293,-0.241876473617,-0.111032819318
251,EO-080,PupilCalib,-0.0104504604044,0.175674565184,0.866446245156,-0.384265156237,0.131412775414,0.0390525488496
252,EO-083,EO-083_allsc,0.0903446472916,0.0776681656507,0.705171101315,-0.25703259157,-0.00125692637244,0.286998188374
253,EO-083,Reading,0.0328886479449,0.0392478286419,0.364136881052,-0.188013761278,0.0109228672084,-0.0418562383085
254,EO-083,CookieTheft,0.101804629299,0.0413029086462,0.404736192988,-0.200193554859,0.0616720071285,0.0515221791445
255,EO-083,PupilCalib,-0.0022205485955,0.0218578173725,0.0474622479509,-0.0905754126318,-0.00125692637244,-0.0601259286798
256,EO-091,Reading,0.0268664831301,0.0679882275687,0.425709564683,-0.3770745902,0.0155438899206,-0.0129703013731
257,EO-091,CookieTheft,0.0320273435653,0.0588834406311,0.311652799509,-0.197215845117,-0.0349042946759,0.0177372892509
258,EO-094,EO-094_allsc,0.0121456195971,0.108058742702,0.533466076411,-0.350435281306,-0.218877869925,0.0236811073092
259,EO-094,Reading,-0.0850275085689,0.116953619515,0.533466076411,-0.350435281306,-0.0893760430964,-0.0626534439096
260,EO-094,Memory,0.0550767543512,0.0925221228664,0.393686326819,-0.268211899193,-0.0729313666738,0.0236811073092
261,EO-094,CookieTheft,-0.0332058370675,0.0682470229396,0.377241650396,-0.268211899193,-0.140765656917,-0.124320980495
262,EO-094,PupilCalib,0.000842453228704,0.1089503918,0.336129959339,-0.296990082932,-0.218877869925,0.0524592910489
263,EO-143,EO-143_allsc,-0.132037568086,0.0659168897151,0.185854678564,-0.386743723371,-0.0106583824554,-0.168207646893
264,EO-143,Reading,-0.0873578828799,0.0412539664329,0.148584960095,-0.386743723371,-0.0225169292411,-0.308816130209
265,EO-143,Memory,-0.136902749019,0.040282380451,0.0791277574929,-0.281710880413,0.0333876484626,-0.168207646893
266,EO-143,CookieTheft,-0.178345127738,0.0479955197731,0.185854678564,-0.305427973984,-0.0750333507203,-0.125855694087
267,EO-143,PupilCalib,-0.00339696486475,0.0285427264809,0.0842099918296,-0.0733392726081,-0.0106583824554,-0.0597866477102
