,interview,task,meandistance,stddevdistance,maxdistance,mindistance,startdistance,enddistance
551,HH-056,PupilCalib,688.972086022,1.34864197322,693.43,684.57,684.57,690.16
552,HH-076,HH-076_allsc,653.450375359,15.9024484055,980.14,583.2,673.6,644.97
553,HH-076,Reading,655.367960601,17.829501113,821.48,617.95,682.34,646.93
554,HH-076,Memory,646.378946396,26.6101453118,980.14,583.2,667.11,644.97
555,HH-076,CookieTheft,654.027670325,10.5440754133,762.61,611.25,669.95,655.01
556,HH-076,PupilCalib,668.226522423,2.53262958629,675.82,663.68,673.6,664.13
557,HH-098,HH-098_allsc,669.324376283,9.28170057185,700.3,625.62,659.93,651.97
558,HH-098,Reading,665.558686415,8.85999670271,680.58,625.62,675.51,665.96
559,HH-098,Memory,676.624319645,8.28003428963,700.3,631.7,690.75,651.97
560,HH-098,CookieTheft,667.668888889,5.25152448591,679.35,652.05,669.6,663.84
561,HH-098,PupilCalib,661.249438202,1.83378707328,665.62,657.35,659.93,660.35
562,HI-010,HI-010_allsc,704.722552844,26.5302643509,767.22,606.38,679.42,746.13
563,HI-010,Reading,727.030441147,4.78944865412,744.97,685.64,739.9,720.47
564,HI-010,CookieTheft,682.182297445,7.59798647902,702.81,606.38,698.08,673.15
565,HI-010,PupilCalib,675.573757813,1.63435426344,681.48,672.79,679.42,673.93
566,HI-020,HI-020_allsc,982.076359264,12.1235674667,1009.96,906.36,989.84,969.95
567,HI-020,Reading,979.481910641,11.5630846927,1009.96,916.69,977.45,993.07
568,HI-020,CookieTheft,983.524467163,11.8344674826,1007.83,906.36,932.37,1001.19
569,HI-020,PupilCalib,998.930759599,8.25609794175,1007.81,975.24,989.84,1000.42
570,HI-034,HI-034_allsc,670.862576466,5.67305212436,694.11,609.93,671.73,673.54
571,HI-034,Reading,669.155814323,7.37105774218,694.11,630.43,664.63,669.63
572,HI-034,Memory,671.212901162,5.88840488757,685.87,609.93,678.85,673.54
573,HI-034,CookieTheft,670.595673518,3.26878710268,683.89,660.06,680.51,675.96
574,HI-034,PupilCalib,675.940600445,0.738256232829,678.17,671.73,671.73,675.64
575,HI-036,HI-036_allsc,726.640035531,6.74365724529,746.79,679.39,730.33,726.96
576,HI-036,Reading,721.567669344,6.14448797645,734.95,679.39,727.22,726.95
577,HI-036,Memory,735.527422822,3.22782468861,746.79,726.94,734.81,726.96
578,HI-036,CookieTheft,726.033044215,4.11468899863,740.09,710.28,725.81,726.34
579,HI-036,PupilCalib,727.792572777,2.75794301515,733.72,717.06,730.33,728.19
580,HI-041,HI-041_allsc,643.373466155,6.60641647466,688.1,563.9,638.51,642.85
581,HI-041,Reading,640.847300919,6.14686944951,652.01,605.62,644.72,625.97
582,HI-041,Memory,643.160040134,7.1251140323,688.1,563.9,639.8,642.85
583,HI-041,CookieTheft,647.229177079,5.55028697167,658.47,630.41,639.46,646.11
584,HI-041,PupilCalib,643.091022649,2.33399303184,647.43,638.37,638.51,644.88
585,HI-042,HI-042_allsc,651.455113335,5.66086902946,691.02,616.34,657.6,647.44
586,HI-042,Reading,648.325722535,5.09649208584,660.02,636.05,656.0,650.15
587,HI-042,CookieTheft,650.401825413,3.54960154783,663.65,616.72,657.0,647.18
588,HI-042,PupilCalib,660.005248062,0.970474986526,662.26,657.6,657.6,658.39
589,HI-052,Reading,654.269766228,9.93879457058,682.03,612.81,662.74,658.59
590,HI-052,CookieTheft,657.447107113,5.80844397692,667.71,569.61,653.3,659.51
591,HI-052,PupilCalib,661.696964286,1.6554946455,665.28,656.4,662.27,660.38
592,HI-097,HI-097_allsc,662.370688596,10.8673953441,685.56,559.43,672.77,671.58
593,HI-097,Reading,660.605027281,10.8155515069,675.67,559.43,654.34,669.82
594,HI-097,Memory,667.873991493,3.94439543355,685.56,605.91,675.5,671.58
595,HI-097,CookieTheft,657.346259361,12.5493171286,683.34,596.58,666.71,651.89
596,HI-097,PupilCalib,671.543554396,1.74141489473,677.02,665.39,672.77,671.79
597,HI-120,HI-120_allsc,654.283468558,9.94802820023,705.33,585.82,665.73,633.18
598,HI-120,Reading,660.098691235,10.0182485329,705.33,591.69,668.86,664.15
599,HI-120,Memory,645.734839189,10.4709855443,678.18,585.82,669.15,633.18
600,HI-120,CookieTheft,653.868122913,6.19343010506,670.78,597.3,661.47,663.84
601,HI-120,PupilCalib,662.64400767,1.91795332572,667.33,659.83,665.73,662.55
602,HI-121,HI-121_allsc,648.471259807,17.1548592255,679.76,387.91,639.67,666.99
603,HI-121,Reading,653.063198783,11.6900386771,679.76,578.97,657.46,647.93
604,HI-121,Memory,651.66739877,21.0028115773,679.38,410.91,674.02,666.99
605,HI-121,CookieTheft,645.185209144,12.9836620469,676.17,387.91,645.39,645.56
606,HI-121,PupilCalib,638.573509749,1.14563026806,640.59,635.36,639.67,637.49
607,HI-131,HI-131_allsc,698.496597116,6.2806531795,715.27,610.82,701.07,698.87
608,HI-131,Reading,697.383852723,5.84027042645,710.94,669.88,702.77,672.24
609,HI-131,Memory,698.68998529,7.921761426,715.27,610.82,703.82,698.87
610,HI-131,CookieTheft,698.477886357,5.2713624563,711.66,685.73,698.91,694.21
611,HI-131,PupilCalib,703.016472103,1.2556375964,706.13,699.61,701.07,700.36
612,HI-132,HI-132_allsc,547.61149727,13.4701936798,611.4,503.6,574.0,611.4
613,HI-132,Reading,543.128645488,7.8269404682,558.84,503.6,558.64,539.91
614,HI-132,Memory,539.196112159,6.90538007682,611.4,512.77,551.48,611.4
615,HI-132,CookieTheft,557.754161391,9.88522507679,578.62,519.34,575.34,554.95
616,HI-132,PupilCalib,581.355562219,1.07561463032,585.08,574.0,574.0,582.37
617,HI-134,HI-134_allsc,729.762305642,10.54459315,812.59,593.97,741.37,732.81
618,HI-134,Reading,729.608662909,7.43992119377,745.05,702.6,736.82,735.57
619,HI-134,Memory,728.859268826,12.2330305254,812.59,593.97,738.75,732.81
620,HI-134,CookieTheft,730.848914276,6.79785395168,774.02,659.39,743.36,728.68
621,HI-134,PupilCalib,740.653166939,0.935683821007,742.47,738.31,741.37,739.78
622,HI-144,HI-144_allsc,595.374354413,13.5265025841,632.98,423.71,589.44,529.06
623,HI-144,Reading,601.606996431,8.97317530387,631.03,551.54,596.82,607.94
624,HI-144,Memory,583.581799534,11.9585405141,601.2,429.75,587.19,529.06
625,HI-144,CookieTheft,601.73539792,11.0046194914,632.98,423.71,591.09,594.8
626,HI-144,PupilCalib,588.036099099,1.77716043076,592.07,584.03,589.44,589.24
627,HI-148,HI-148_allsc,668.263597164,12.1826973131,719.47,638.26,663.19,646.41
628,HI-148,Reading,671.86697871,14.6026452565,719.47,642.29,660.7,674.7
629,HI-148,Memory,658.410327181,6.40402351838,672.4,638.26,669.44,646.41
630,HI-148,CookieTheft,670.082325764,8.12781324789,707.67,655.34,661.21,683.86
631,HI-148,PupilCalib,663.480272459,0.893126705789,667.36,661.75,663.19,662.7
632,HL-060,HL-060_allsc,679.911530165,7.29027045529,703.82,582.57,694.02,658.7
633,HL-060,Reading,678.80955408,5.26067277101,692.22,647.03,680.44,692.22
634,HL-060,Memory,680.16377839,9.84212796828,703.82,582.57,680.56,658.7
635,HL-060,CookieTheft,678.673341852,5.4986466848,692.56,664.13,691.83,675.5
636,HL-060,PupilCalib,693.363463643,0.591887617317,695.55,692.24,694.02,693.08
637,HL-062,PupilCalib,673.17621232,3.00023598232,680.98,667.2,674.68,671.6
638,HL-074,HL-074_allsc,653.614101613,14.8113299781,686.75,579.96,680.5,684.57
639,HL-074,Reading,651.403711674,10.8526705439,680.27,623.04,659.49,646.42
640,HL-074,CookieTheft,654.968485194,10.4423731694,680.35,625.81,674.22,652.5
641,HL-074,PupilCalib,678.347579618,2.916039247,685.96,667.5,680.5,684.37
642,HL-111,Reading,656.539331889,5.82667111209,678.51,632.67,652.7,652.74
643,HL-111,CookieTheft,653.767289148,3.15394753774,673.79,640.86,658.92,650.63
644,HL-111,PupilCalib,660.6825132,2.44730377994,665.21,654.45,658.58,657.3
645,HL-145,HL-145_allsc,443.056655366,80.2449600749,656.77,332.51,503.12,428.99
646,HL-145,CookieTheft,470.50236035,68.6910432008,656.77,332.51,504.24,332.75
647,HL-145,PupilCalib,511.01973607,7.4226422217,538.09,503.09,503.12,517.87
648,HL-168,HL-168_allsc,632.546434436,15.093096304,674.98,522.53,668.62,640.09
649,HL-168,Reading,625.409503083,5.32452285138,641.54,609.55,637.43,624.22
650,HL-168,Memory,637.627038875,3.78911081723,674.6,617.8,641.71,640.09
651,HL-168,CookieTheft,625.624218912,12.9554806613,654.86,522.53,654.86,618.62
652,HL-168,PupilCalib,671.213177966,0.952079998997,674.98,668.41,668.62,671.58
653,HL-176,HL-176_allsc,663.841919474,11.0973031076,681.34,532.2,665.83,664.4
654,HL-176,Reading,663.494179612,6.04756700748,681.34,613.05,673.31,668.26
655,HL-176,Memory,663.285532618,22.0755618409,676.81,532.2,671.13,664.4
656,HL-176,CookieTheft,666.085794224,2.7319566573,674.05,650.31,667.33,670.63
657,HL-176,PupilCalib,663.818274303,6.09708258921,668.77,618.81,665.83,663.79
658,HN-183,HN-183_allsc,655.774880771,7.05082029939,685.51,535.72,646.56,670.14
659,HN-183,Reading,661.491873525,5.96897435178,673.26,631.85,662.21,652.89
660,HN-183,Memory,657.028821782,6.17352451336,671.56,634.13,667.95,670.14
661,HN-183,CookieTheft,654.453504277,6.57289335904,685.51,535.72,653.37,668.97
662,HN-183,PupilCalib,647.942839771,0.944374151687,652.07,645.84,646.56,648.14
663,HO-032,HO-032_allsc,691.295900265,19.271891145,1005.02,592.86,698.16,689.7
664,HO-032,Reading,695.544031452,29.7052295043,1005.02,592.86,699.03,595.32
665,HO-032,Memory,686.293614363,10.1889276356,707.77,623.35,697.98,689.7
666,HO-032,CookieTheft,691.033776447,8.60187916936,720.66,607.24,694.84,697.18
667,HO-032,PupilCalib,692.23008346,1.48610069826,698.17,688.64,698.16,690.64
668,HO-033,HO-033_allsc,683.816509434,13.023778041,716.18,622.81,704.9,676.83
669,HO-033,Reading,684.652595577,4.22643618223,699.13,666.96,688.85,683.15
670,HO-033,PupilCalib,706.388440945,0.991006410738,709.91,703.24,704.9,705.95
671,HO-038,HO-038_allsc,658.312340426,8.48578193765,866.25,490.81,674.85,654.67
672,HO-038,Reading,657.790691541,5.35549917241,666.73,631.83,663.79,662.78
673,HO-038,Memory,658.126601283,2.97753184706,665.27,605.19,660.6,654.67
674,HO-038,CookieTheft,657.292194039,11.2972812665,866.25,490.81,670.35,656.96
675,HO-038,PupilCalib,672.044770504,0.983789680161,674.86,669.22,674.85,671.84
676,HO-070,HO-070_allsc,633.285024173,12.5300309695,773.85,481.17,635.31,623.09
677,HO-070,Reading,623.657881508,16.4597351057,773.85,481.17,636.51,616.36
678,HO-070,CookieTheft,630.1194625,10.990690905,753.55,560.33,634.36,627.24
679,HO-070,PupilCalib,634.398937568,1.47120105094,637.72,630.39,635.31,634.37
680,HO-071,HO-071_allsc,664.407344121,14.628958579,794.7,562.7,659.25,690.11
681,HO-071,Reading,658.987844088,11.1302799423,756.66,617.5,657.56,664.62
682,HO-071,CookieTheft,666.186710459,14.6072551426,794.7,562.7,662.05,658.28
683,HO-071,PupilCalib,661.898665595,1.84616546896,667.48,651.8,659.25,664.56
684,HO-072,HO-072_allsc,678.09484732,9.4754405817,708.52,636.58,678.9,664.0
685,HO-072,Reading,680.338648479,9.86918719293,708.52,645.23,700.09,680.85
686,HO-072,Memory,669.367672008,6.92800733254,688.24,636.58,675.31,664.0
687,HO-072,CookieTheft,680.667864092,7.86008294716,703.52,647.68,683.8,684.9
688,HO-072,PupilCalib,682.328580357,1.76293291928,691.85,678.54,678.9,679.47
689,HO-075,HO-075_allsc,631.182220498,5.88256155575,649.1,560.42,638.56,636.69
690,HO-075,Reading,628.922169811,6.56668814304,649.1,610.5,644.39,630.81
691,HO-075,Memory,634.027138158,7.38098940794,647.77,560.42,632.52,636.69
692,HO-075,CookieTheft,630.540891589,3.96158095843,639.59,618.26,634.64,631.43
693,HO-075,PupilCalib,638.068189438,1.16873400258,641.22,635.38,638.56,635.5
694,HO-106,HO-106_allsc,670.960460124,6.04255284227,704.6,626.03,666.41,664.77
695,HO-106,Reading,671.156582606,5.63072405757,691.57,658.4,679.62,669.19
696,HO-106,Memory,670.701968845,6.87733615435,704.6,626.03,676.77,664.77
697,HO-106,CookieTheft,672.785441907,3.67103817782,688.44,663.44,673.61,672.31
698,HO-106,PupilCalib,668.125269143,0.972901609268,670.16,665.1,666.41,667.67
699,HO-124,HO-124_allsc,632.48162096,11.7430534059,959.73,516.57,631.62,627.97
700,HO-124,Reading,630.844313416,20.2489143385,959.73,559.72,631.91,626.38
701,HO-124,Memory,632.015176568,9.81729562383,701.96,564.09,642.55,627.97
702,HO-124,CookieTheft,633.987341374,5.94367653624,679.7,516.57,636.53,641.13
703,HO-124,PupilCalib,631.728116197,0.959304065232,634.94,629.14,631.62,631.59
704,HO-136,HO-136_allsc,720.356858193,7.8314773079,737.01,689.88,721.14,730.44
705,HO-136,Reading,715.159841897,6.97432676242,730.39,689.88,721.67,718.65
706,HO-136,Memory,729.748759728,5.08458698293,737.01,699.78,728.83,730.44
707,HO-136,CookieTheft,720.925847548,3.2166517708,727.11,713.54,725.61,721.05
708,HO-136,PupilCalib,721.891585082,0.87047124687,724.12,719.98,721.14,720.9
709,HO-158,HO-158_allsc,719.578461725,8.99907949398,752.81,688.0,740.42,727.68
710,HO-158,Reading,717.432248761,8.1065091334,737.37,688.0,719.84,704.61
711,HO-158,Memory,716.996565108,6.53950527406,752.81,694.03,723.98,727.68
712,HO-158,CookieTheft,721.717078073,8.16771911148,747.08,697.17,728.3,714.53
713,HO-158,PupilCalib,743.751730463,1.93800305003,747.35,740.06,740.42,745.95
714,HO-162,HO-162_allsc,621.819718257,19.0720939805,779.16,553.37,664.76,639.19
715,HO-162,Reading,620.068644587,9.23282036287,644.46,583.79,635.89,633.08
716,HO-162,CookieTheft,613.494215668,21.7548182423,779.16,553.37,648.9,648.47
717,HO-162,PupilCalib,661.582642114,1.84091303491,667.8,656.28,664.76,657.21
718,HO-165,HO-165_allsc,645.582746453,8.79412093056,671.19,573.6,646.12,614.01
719,HO-165,Reading,651.247082977,10.0590141329,671.19,614.17,651.46,636.73
720,HO-165,CookieTheft,644.155085614,6.41671173254,662.97,573.6,632.99,656.71
721,HO-165,PupilCalib,651.396726272,1.32991288597,660.85,641.08,646.12,653.23
722,HO-187,HO-187_allsc,649.807397352,40.0436943579,749.86,473.26,675.42,617.33
723,HO-187,Memory,609.49623645,34.5014586429,712.08,504.72,592.88,617.33
724,HO-187,CookieTheft,671.365732794,27.3399649383,700.81,473.26,642.1,661.11
725,HO-187,PupilCalib,684.817867104,4.58576451309,688.41,637.42,675.42,686.53
726,HO-188,HO-188_allsc,634.12946442,18.6230848212,919.86,607.61,637.53,638.05
727,HO-188,Reading,638.756678614,30.7995575095,919.86,607.61,645.99,629.04
728,HO-188,Memory,634.654770913,2.89625901641,643.21,620.86,643.21,638.05
729,HO-188,CookieTheft,627.812310417,4.02883960841,638.13,613.06,630.22,626.97
730,HO-188,PupilCalib,638.237327044,0.975388123822,640.51,635.17,637.53,637.82
731,HO-193,HO-193_allsc,684.932989972,14.2926202041,957.39,437.27,661.89,693.88
732,HO-193,Reading,693.523709724,14.4690738413,957.39,437.27,684.57,699.53
733,HO-193,Memory,692.979005153,2.6682855586,701.41,682.54,688.61,693.88
734,HO-193,CookieTheft,675.90887374,7.60102082367,713.23,632.19,667.35,686.33
735,HO-193,PupilCalib,662.05787617,0.718564468449,664.37,660.44,661.89,660.84
736,HP-138,HP-138_allsc,627.295067003,8.63750440772,666.38,579.67,626.23,634.55
737,HP-138,Reading,623.952213839,8.94591494666,657.8,608.68,622.58,622.51
738,HP-138,Memory,629.580004716,7.46240097434,666.38,579.67,622.55,634.55
739,HP-138,CookieTheft,628.58630711,8.98280437067,665.56,608.44,634.13,624.95
740,HP-138,PupilCalib,627.243704333,1.98097920564,634.12,622.01,626.23,627.3
741,HR-014,HR-014_allsc,658.629389519,20.8992523937,703.65,526.06,681.65,613.44
742,HR-014,Reading,659.684956889,18.663766078,687.64,594.83,638.02,677.68
743,HR-014,Memory,659.038056805,19.0857627405,703.65,526.06,657.92,613.44
744,HR-014,CookieTheft,654.14563632,23.8539809145,687.53,586.78,660.05,669.14
745,HR-014,PupilCalib,679.531803279,2.35229006343,682.43,665.3,681.65,678.51
746,HR-047,HR-047_allsc,659.551599202,15.9553954198,811.9,444.83,668.68,679.04
747,HR-047,Reading,655.248845825,15.7721240316,802.45,444.83,668.65,602.97
748,HR-047,CookieTheft,664.047895637,10.0127049393,811.9,634.82,659.16,668.12
749,HR-047,PupilCalib,674.25952459,8.45811729004,684.59,598.87,668.68,674.25
750,HR-102,HR-102_allsc,662.669749832,10.2255901437,690.38,632.33,681.15,685.44
751,HR-102,Reading,663.301591893,7.10001138412,690.38,645.19,666.4,648.47
752,HR-102,Memory,659.504298777,9.08243863673,687.82,632.33,677.12,685.44
753,HR-102,CookieTheft,662.69103713,11.0341117707,685.26,634.09,681.2,666.64
754,HR-102,PupilCalib,680.352069805,1.15008600745,682.83,677.02,681.15,680.03
755,HR-107,HR-107_allsc,701.797197319,13.4433647842,742.03,644.45,697.22,703.55
756,HR-107,Reading,697.348603243,4.69197986477,710.46,680.2,708.08,693.62
757,HR-107,Memory,711.547483693,9.82343550232,742.03,644.45,742.03,703.55
758,HR-107,CookieTheft,685.912516417,3.36624150487,695.45,673.67,687.2,683.13
759,HR-107,PupilCalib,697.596907954,2.14019838027,702.37,689.08,697.22,702.37
760,HR-110,HR-110_allsc,687.13256956,5.13219934677,716.52,663.42,688.92,683.96
761,HR-110,Reading,692.749808429,3.94458322422,716.52,671.19,689.99,687.74
762,HR-110,Memory,685.792137662,3.95754712207,698.2,663.42,686.8,683.96
763,HR-110,CookieTheft,684.791960066,4.46902272796,695.81,667.9,688.95,693.83
764,HR-110,PupilCalib,687.618943218,1.55647254232,690.55,684.19,688.92,684.81
765,HR-133,HR-133_allsc,649.221256324,12.279405756,728.14,450.69,647.36,639.74
766,HR-133,Reading,645.225145134,7.97661189226,684.16,611.39,639.93,647.5
767,HR-133,CookieTheft,649.256102547,9.08677286815,684.38,604.88,646.6,654.62
768,HR-133,PupilCalib,653.358350731,2.85753245632,658.97,644.51,647.36,652.43
769,HR-151,HR-151_allsc,703.486007463,8.16501495385,730.95,526.16,698.18,700.25
770,HR-151,Reading,702.164245878,5.50429791043,719.47,674.57,698.78,696.09
771,HR-151,Memory,704.048840178,7.56179000611,730.3,683.76,695.03,700.25
772,HR-151,CookieTheft,706.266762205,10.9426661515,730.95,526.16,696.48,703.81
773,HR-151,PupilCalib,698.122718894,1.32937548551,702.09,693.78,698.18,700.32
774,HR-179,HR-179_allsc,725.698386763,15.1375380868,743.48,421.19,733.79,728.3
775,HR-179,Reading,720.998880407,12.0013224278,743.48,566.58,722.18,717.01
776,HR-179,Memory,730.419937284,3.73550226348,738.98,716.98,730.59,728.3
777,HR-179,CookieTheft,724.994645027,19.8305601904,739.65,421.19,728.81,727.6
778,HR-179,PupilCalib,735.750403522,1.05703825211,738.39,731.77,733.79,735.33
779,HS-085,HS-085_allsc,691.166644854,12.2702747007,735.77,663.54,696.78,697.97
780,HS-085,Reading,696.48086551,10.8689736154,723.22,667.3,711.3,721.77
781,HS-085,Memory,699.639975806,14.5449679428,735.77,663.54,706.06,697.97
782,HS-085,CookieTheft,684.27132673,9.37638288398,712.25,663.92,700.14,667.08
783,HS-085,PupilCalib,693.461045959,1.62827655864,697.92,690.91,696.78,691.27
784,HT-064,HT-064_allsc,672.922949927,11.9323858688,1002.29,635.68,676.95,673.32
785,HT-064,Reading,670.959626671,18.2902148532,1002.29,635.68,677.28,677.76
786,HT-064,Memory,673.164654756,3.9991837629,686.6,658.96,671.7,673.32
787,HT-064,CookieTheft,674.719144999,4.40969766541,752.58,664.53,675.92,679.9
788,HT-064,PupilCalib,675.617779553,1.05984472686,680.52,673.24,676.95,675.84
789,HU-048,HU-048_allsc,661.735932573,30.9014107006,793.13,352.16,681.5,425.64
790,HU-048,Reading,667.644754432,11.5175245954,793.13,568.36,669.38,658.64
791,HU-048,Memory,651.561030363,39.9520152239,721.33,352.16,661.15,425.64
792,HU-048,CookieTheft,672.698480689,13.4177820664,740.42,436.36,680.45,436.36
793,HU-048,PupilCalib,680.853347985,0.977140705697,683.96,678.26,681.5,681.69
794,HU-079,HU-079_allsc,684.181401665,5.32634614276,702.75,647.87,688.9,677.39
795,HU-079,Reading,687.071414388,7.53772016152,702.75,647.87,689.18,689.92
796,HU-079,Memory,681.072769063,2.96334412643,692.6,670.08,682.95,677.39
797,HU-079,CookieTheft,685.642240671,2.91091964345,692.75,675.87,689.8,688.72
798,HU-079,PupilCalib,685.919056458,1.1154680288,688.9,684.04,688.9,684.04
799,HU-081,HU-081_allsc,686.093836014,6.24668011213,717.34,622.13,682.3,689.28
800,HU-081,Reading,688.300649567,6.91401042144,717.34,667.17,701.18,686.69
801,HU-081,Memory,687.829954197,3.90750909925,700.07,622.13,683.28,689.28
802,HU-081,CookieTheft,682.692658923,6.51580511114,702.03,647.93,687.77,681.32
803,HU-081,PupilCalib,690.086664185,2.27148829136,694.18,682.3,682.3,687.79
804,HU-153,HU-153_allsc,660.283227578,9.35447602254,690.43,582.81,665.97,652.45
805,HU-153,Reading,660.870503612,8.47320977747,681.68,630.72,655.48,656.9
806,HU-153,Memory,656.410784161,13.8460148254,690.43,582.81,663.88,652.45
807,HU-153,CookieTheft,661.704536633,5.68371694215,677.65,622.43,668.08,659.21
808,HU-153,PupilCalib,664.059124036,1.56297922918,667.49,661.13,665.97,666.42
809,HV-160,HV-160_allsc,671.693199433,10.2011647715,695.21,637.96,689.74,673.71
810,HV-160,Reading,669.57360568,4.25451129149,680.71,656.26,674.5,675.55
811,HV-160,Memory,679.276005548,6.92017764107,695.21,651.05,691.07,673.71
812,HV-160,CookieTheft,664.234944847,8.82746929816,683.55,637.96,681.88,672.33
813,HV-160,PupilCalib,688.388279743,1.20954933286,693.07,685.8,689.74,687.68
